id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante,revisado_manualmente,color_numbers
2509,A functional joint model with baseline functional covariates: linking sitting accumulation patterns ,include,none,media,"Modelo conjunto funcional de patrones de sedentarismo y mortalidad; aporte metodológico, aplicación epidemiológica, métodos omitidos.",si,no,
2510,Generalized Linear Models for Geometrical Current predictors. An application to predict garment fit,include,none,alta,MLG para predictores de corrientes geométricas (ajuste de prendas); compara explícitamente TRES bases distintas — directamente relevante.,no,no,
2511,Nonparametric regression based on discretely sampled curves,include,none,alta,Regresión no paramétrica sobre curvas muestreadas discretamente; resultados asintóticos para suavizado y representación en bases.,no,no,
2514,Recovering the Underlying Trajectory from Sparse and Irregular Longitudinal Data,include,none,alta,Recuperación de trayectorias desde datos dispersos; método SOAP estima funciones base empíricas óptimas como alternativa a FPCA/PACE.,no,no,
2515,Profile Estimation for Partial Functional Partially Linear Single-Index Model,include,none,alta,Modelo de índice único parcialmente lineal funcional; B-spline de perfil más base de componentes principales funcionales.,no,no,
2516,High-Dimensional Functional Mixed-effect Model for Bilevel Repeated Measurements,include,none,alta,Modelo funcional de efectos mixtos de alta dimensión para medidas repetidas bilevel; B-splines para suavizar y estimar.,no,no,
2517,"Generalized Multivariate Functional Additive Mixed Models for Location, Sc",include,none,alta,"GAMLSS funcional con MFPCA como base empirica para procesos latentes, metodologia central.",no,no,
2518,Aggregated functional data model for Near-Infrared Spectroscopy calibration,include,none,alta,Compara basis smoothing vs smoothing splines con B-splines; discusion metodologica sustantiva pese a dominio quimiometrico (excepcion E4).,no,no,
2520,Continuous-time multivariate analysis,include,none,alta,"Representacion via B-splines, extension directa del marco de Ramsay-Silverman, PR1 fundacional.",no,no,
2521,Functional Additive Mixed Models,include,none,alta,Unifica terminos basados en splines y en FPC dentro de modelos aditivos mixtos funcionales.,no,no,
2522,On estimation of the effect lag of predictors and prediction in functional ,include,none,alta,"Coeficientes escritos como expansion en sistema de bases (FPCA, splines), PR1/PR3.",no,no,
2523,A comparison of parameter estimation in function-on-function regression,include,none,alta,"Comparacion explicita de B-spline, Fourier y base Gaussiana con criterios GCV/AIC/GIC; antecedente directo PR2/PR4.",no,no,
2525,A Study of Functional Depths,exclude,I1,alta,"Trata profundidad funcional para ranking/clasificacion, no representacion en bases ni FPCA ni aplicacion economica visible.",si,si,verde
2526,Distribution-Free Stochastic Analysis and Robust Multilevel Vector Field An,exclude,E3,alta,Duplicado no detectado antes: mismo titulo exacto que id 1861 (ya incluido en Etapa 1) e id 1995 (ya excluido E3 en Etapa 1).,no,si,verde
2528,An Understanding of Principal Differential Analysis,include,none,alta,"PDA usa soluciones de ODE como base para representar datos funcionales, PR1 central.",no,no,
2529,Theoretical Properties of Projection Based Multilayer Perceptrons with Func,include,none,alta,"Proyeccion de datos funcionales sobre subespacio de dimension finita (base), PR1/PR2.",no,no,
2532,Modeling continuous monitoring glucose curves by Beta generalized non-param,exclude,I1,alta,Modelo parametrico Beta con suavizado por verosimilitud local; el resumen no menciona sistema de bases ni FPCA.,si,si,verde
2533,Sieve Bootstrap for Functional Time Series,include,none,alta,"Usa conjunto finito de componentes principales funcionales como base, PR1/PR2/PR4.",no,no,
2534,A Functional Approach to Curve Alignment and Shape Analysis,include,none,alta,"Tecnicas de expansion en bases para estimar variables de deformacion, PR1.",no,no,
2535,Locally Sparse Function on function Regression,include,none,alta,"Representacion en base del coeficiente funcional con penalizacion group-lasso, PR1/PR3.",no,no,
2536,Robust smoothed canonical correlation analysis for functional data,include,none,alta,"Expansion en base y/o penalizaciones como herramienta de regularizacion, PR1/PR3.",no,no,
2537,Applying Non-negative Matrix Factorization with Covariates to the Longitudi,include,none,media,"Compara base prescrita (GCM) vs base optimizada (NMF); relevante PR1/PR2 aunque es modelo de curva de crecimiento, no FDA continua estricta.",si,no,
2539,Conditional multivariate functional PCA for the reconstruction of temperatu,include,none,alta,FPCA multivariante condicional como contribucion metodologica; aplicacion oceanografica con discusion sustantiva (excepcion E4).,no,no,
2540,Classification of EEG recordings in auditory brain activity via a logistic ,include,none,alta,Representacion wavelet comparada con reduccion PCA/PLS; discusion metodologica de base pese a dominio EEG (excepcion E4).,no,no,
2541,A functional approach to deconvolve dynamic neuroimaging data,include,none,alta,Deconvolucion basada en FPCA con numero reducido de funciones base; dominio PET pero con discusion metodologica de base (excepcion E4).,no,no,
2543,Adaptive inference for the mean of a stochastic process in functional data,include,none,alta,"Estimadores por umbral relativos a una base aproximante, base elegida por validacion cruzada de una libreria de bases; PR1/PR3 central.",no,no,
2544,Functional linear and single-index models: A unified approach via Gaussian ,include,none,alta,"Marco unificado para modelos lineales funcionales y de indice simple via RKHS, metodologia central de regresion funcional PR1/PR2.",no,no,
2545,Interpretable sparse SIR for functional data,include,none,media,"Reduccion de dimension y seleccion de intervalos para predictores funcionales, relevante PR1/PR3 aunque no es expansion en base clasica.",si,no,
2546,smoothEM: a new approach for the simultaneous assessment of smooth pattern,include,none,alta,"Suavizado por splines penalizados para separar patron suave de picos irregulares, directamente relevante PR3/PR4.",no,no,
2547,A Novel Statistical Method Based on Dynamic Models for Classification,include,none,alta,Usa ODE y analisis diferencial principal (base) para clasificacion de datos funcionales (ECG); discusion metodologica pese a dominio medico (excepcion E4).,no,no,
2549,Model-based regression clustering for high-dimensional data. Application to,include,none,alta,"Extension a datos funcionales mediante un enfoque basado en wavelets, PR1/PR4.",no,no,
2550,Testing marginal homogeneity in Hilbert spaces with applications to stock m,include,none,alta,"Aplicacion de FDA a retornos de mercados bursatiles, satisface I1 por la clausula de aplicacion economica/financiera (PR5).",no,no,
2551,Band Depth based initialization of $k$-Means for functional data clustering,include,none,media,Ajusta B-splines a las observaciones como paso de representacion previo al clustering; base presente pero no es el foco central.,si,no,
2552,Optimal rates for estimating the covariance kernel from synchronously sampl,include,none,media,"Estimacion de la funcion de covarianza, objeto central de FPCA/Karhunen-Loeve; teorico, sin mencion explicita de bases en el resumen.",si,no,
2554,DeepFRC: An End-to-End Deep Learning Model for Functional Registration and ,include,none,alta,"Representacion espectral con base de Fourier para embedding funcional suave, PR1/PR4.",no,no,
2555,Nonparametric function-on-scalar regression using deep neural networks,include,none,alta,"Discusion comparativa explicita de limitaciones de bases tipo splines frente a alternativa de red neuronal, PR2/PR4.",no,no,
2556,Adaptive Ridge-Regularized Hotelling Change-Point Tests for Functional Data,include,none,alta,"Expansion en base creciente convierte observaciones funcionales en vectores de score, PR1/PR3/PR4 (deteccion de cambios).",no,no,
2557,Unified theory of testing relevant hypotheses in functional time series,include,none,alta,"Estimacion B-spline combinada con auto-normalizacion para series temporales funcionales, PR1/PR4.",no,no,
2558,Enhanced Change-Point Detection in Functional Means,include,none,alta,"Eficiencia en la seleccion de funciones base que capturan el cambio/salto, directamente PR3/PR4.",no,no,
2560,Dynamic Function-on-Scalars Regression,include,none,alta,"Modelo de datos funcionales de rango reducido con expansion en base funcional desconocida; aplicacion macroeconomica, PR1/PR5.",no,no,
2561,Robust Functional Regression with Discretely Sampled Predictors,include,none,alta,"Splines de placa delgada con penalizacion cuadratica novedosa, PR1/PR3, enfoque robusto.",no,no,
2562,Local Optimization of Black-Box Function with High or Infinite-Dimensional ,include,none,alta,Considera distintas bases de reduccion de dimension (incluida base derivada de datos); dominio de seguridad nuclear con discusion metodologica (excepcion E4).,no,no,
2563,Approximation of RKHS Functionals by Neural Networks,include,none,media,"Contrasta expansiones en base tradicionales con su enfoque de evaluacion puntual; mas teoria de aproximacion con redes neuronales que FDA estadistica, borderline.",si,no,
2565,Functional Horseshoe Smoothing for Functional Trend Estimation,include,none,alta,"Seleccion del numero de funciones base via perdida predictiva posterior; tambien captura cambios abruptos, PR3/PR4.",no,no,
